ID,TIME,AMT,DV,MDV,CMT,ADDL,II,SPECIES,DOSE,ROUTE,FORMULATION,TAD,BQL,WT,LVW
51,0,296300,.,1,1,.,.,1,10,2,1,0,0,29.63,1.6987
51,1,.,1970.84947,0,2,.,.,1,10,2,1,1,0,29.63,1.6987
51,1,.,22.34,0,3,.,.,1,10,2,1,1,0,29.63,1.6987
52,0,284800,.,1,1,.,.,1,10,2,1,0,0,28.48,1.4402
52,2,.,4137.546534,0,2,.,.,1,10,2,1,2,0,28.48,1.4402
52,2,.,3.2,0,3,.,.,1,10,2,1,2,0,28.48,1.4402
53,0,285100,.,1,1,.,.,1,10,2,1,0,0,28.51,1.2256
53,2,.,2532.975066,0,2,.,.,1,10,2,1,2,0,28.51,1.2256
53,2,.,1.15,0,3,.,.,1,10,2,1,2,0,28.51,1.2256
54,0,274900,.,1,1,.,.,1,10,2,1,0,0,27.49,1.2772
54,2,.,3250.648077,0,2,.,.,1,10,2,1,2,0,27.49,1.2772
54,2,.,24.32,0,3,.,.,1,10,2,1,2,0,27.49,1.2772
55,0,303300,.,1,1,.,.,1,10,2,1,0,0,30.33,1.5539
55,3,.,16.55,0,3,.,.,1,10,2,1,3,0,30.33,1.5539
56,0,279500,.,1,1,.,.,1,10,2,1,0,0,27.95,1.5539
56,3,.,2.56,0,3,.,.,1,10,2,1,3,0,27.95,1.5539
57,0,275000,.,1,1,.,.,1,10,2,1,0,0,27.5,1.5539
57,3,.,1.84,0,3,.,.,1,10,2,1,3,0,27.5,1.5539
58,0,274500,.,1,1,.,.,1,10,2,1,0,0,27.45,1.5539
58,4,.,456.008471,0,2,.,.,1,10,2,1,4,0,27.45,1.5539
58,4,.,3.85,0,3,.,.,1,10,2,1,4,0,27.45,1.5539
59,0,283500,.,1,1,.,.,1,10,2,1,0,0,28.35,1.5491
59,4,.,1025.569986,0,2,.,.,1,10,2,1,4,0,28.35,1.5491
59,4,.,7.78,0,3,.,.,1,10,2,1,4,0,28.35,1.5491
60,0,288500,.,1,1,.,.,1,10,2,1,0,0,28.85,1.4813
60,4,.,774.0172182,0,2,.,.,1,10,2,1,4,0,28.85,1.4813
60,4,.,2.8,0,3,.,.,1,10,2,1,4,0,28.85,1.4813
61,0,282500,.,1,1,.,.,1,10,2,1,0,1,28.25,1.5658
61,6,.,.,1,3,.,.,1,10,2,1,6,1,28.25,1.5658
62,0,290400,.,1,1,.,.,1,10,2,1,0,0,29.04,1.5658
62,6,.,0.16,0,3,.,.,1,10,2,1,6,0,29.04,1.5658
63,0,273300,.,1,1,.,.,1,10,2,1,0,0,27.33,1.5658
63,6,.,2.7,0,3,.,.,1,10,2,1,6,0,27.33,1.5658
64,0,288500,.,1,1,.,.,1,10,2,1,0,0,28.85,1.5658
64,8,.,274.88,0,2,.,.,1,10,2,1,8,0,28.85,1.5658
64,8,.,.,1,3,.,.,1,10,2,1,8,1,28.85,1.5658
65,0,285600,.,1,1,.,.,1,10,2,1,0,0,28.56,1.7403
65,8,.,348.85,0,2,.,.,1,10,2,1,8,0,28.56,1.7403
65,8,.,0.55,0,3,.,.,1,10,2,1,8,0,28.56,1.7403
66,0,273700,.,1,1,.,.,1,10,2,1,0,0,27.37,1.5724
66,8,.,162.99,0,2,.,.,1,10,2,1,8,0,27.37,1.5724
66,8,.,2.44,0,3,.,.,1,10,2,1,8,0,27.37,1.5724
